id,translations,created_at,language_code
ae133435-d47f-4890-9ec6-e329c049d349,"{""upload_qr"": ""Télécharger le code QR"", ""enter_code"": ""Saisir le code de parrainage"", ""state_label"": ""Sélectionnez l'état"", ""accept_terms"": ""J'accepte les termes et conditions"", ""country_label"": ""Sélectionnez le pays"", ""language_label"": ""Sélectionnez la langue"", ""continue_button"": ""Continuer"", ""welcome_heading"": ""Bienvenue sur CONNECTA"", ""welcome_subtitle"": ""Veuillez télécharger votre code QR ou saisir le code de parrainage"", ""terms_and_conditions"": ""Termes et conditions""}",,french
c3a862cc-8e41-434c-aae1-5d2183667a01,"{""upload_qr"": ""Cargar código QR"", ""enter_code"": ""Introducir código de referencia"", ""state_label"": ""Seleccionar estado"", ""accept_terms"": ""Acepto os termos e condicións"", ""country_label"": ""Seleccionar país"", ""language_label"": ""Seleccionar idioma"", ""continue_button"": ""Continuar"", ""welcome_heading"": ""Benvido a CONNECTA"", ""welcome_subtitle"": ""Cargue o seu código QR ou introduza o código de referencia"", ""terms_and_conditions"": ""Termos e Condicións""}",,galician
9bd07900-0a17-42b4-bd70-273aa2ec379b,"{""upload_qr"": ""ატვირთეთ QR კოდი"", ""enter_code"": ""შეიყვანეთ რეკომენდაციის კოდი"", ""state_label"": ""აირჩიეთ შტატი"", ""accept_terms"": ""ვეთანხმები წესებსა და პირობებს"", ""country_label"": ""აირჩიეთ ქვეყანა"", ""language_label"": ""აირჩიეთ ენა"", ""continue_button"": ""გაგრძელება"", ""welcome_heading"": ""მოგესალმებით CONNECTA-ში"", ""welcome_subtitle"": ""გთხოვთ, ატვირთეთ თქვენი QR კოდი ან შეიყვანეთ რეკომენდაციის კოდი"", ""terms_and_conditions"": ""წესები და პირობები""}",,georgian
3b56d9f5-f0e5-4c95-8252-d17b7280bfc0,"{""upload_qr"": ""Ανεβάστε QR κωδικό"", ""enter_code"": ""Εισάγετε κωδικό παραπομπής"", ""state_label"": ""Επιλέξτε Πολιτεία"", ""accept_terms"": ""Αποδέχομαι τους όρους και τις προϋποθέσεις"", ""country_label"": ""Επιλέξτε Χώρα"", ""language_label"": ""Επιλέξτε Γλώσσα"", ""continue_button"": ""Συνέχεια"", ""welcome_heading"": ""Καλώς ήρθατε στο CONNECTA"", ""welcome_subtitle"": ""Παρακαλώ ανεβάστε τον QR κωδικό σας ή εισάγετε τον κωδικό παραπομπής"", ""terms_and_conditions"": ""Όροι και Προϋποθέσεις""}",,greek
ee2b5de1-c36f-428e-8751-f71945745937,"{""upload_qr"": ""QR કોડ અપલોડ કરો"", ""enter_code"": ""રેફરલ કોડ દાખલ કરો"", ""state_label"": ""રાજ્ય પસંદ કરો"", ""accept_terms"": ""હું નિયમો અને શરતો સ્વીકારું છું"", ""country_label"": ""દેશ પસંદ કરો"", ""language_label"": ""ભાષા પસંદ કરો"", ""continue_button"": ""ચાલુ રાખો"", ""welcome_heading"": ""CONNECTA માં આપનું સ્વાગત છે"", ""welcome_subtitle"": ""કૃપા કરીને તમારું QR કોડ અપલોડ કરો અથવા રેફરલ કોડ દાખલ કરો"", ""terms_and_conditions"": ""નિયમો અને શરતો""}",,gujarati
cd48866d-0e9b-4668-9291-8569b046ed3b,"{""upload_qr"": ""העלה קוד QR"", ""enter_code"": ""הזן קוד הפניה"", ""state_label"": ""בחר מדינה/מחוז"", ""accept_terms"": ""אני מקבל את התנאים וההגבלות"", ""country_label"": ""בחר מדינה"", ""language_label"": ""בחר שפה"", ""continue_button"": ""המשך"", ""welcome_heading"": ""ברוכים הבאים ל-CONNECTA"", ""welcome_subtitle"": ""אנא העלה את קוד ה-QR שלך או הזן את קוד ההפניה"", ""terms_and_conditions"": ""תנאים והגבלות""}",,hebrew
198c782f-c612-4342-b512-b22d5b0600dd,"{""upload_qr"": ""QR कोड अपलोड करें"", ""enter_code"": ""रेफरल कोड दर्ज करें"", ""state_label"": ""राज्य चुनें"", ""accept_terms"": ""मैं नियम और शर्तें स्वीकार करता/करती हूँ"", ""country_label"": ""देश चुनें"", ""language_label"": ""भाषा चुनें"", ""continue_button"": ""जारी रखें"", ""welcome_heading"": ""CONNECTA में आपका स्वागत है"", ""welcome_subtitle"": ""कृपया अपना QR कोड अपलोड करें या रेफरल कोड दर्ज करें"", ""terms_and_conditions"": ""नियम और शर्तें""}",,hindi
4a36c91d-ff51-470d-8169-a27f55fb1fbb,"{""upload_qr"": ""Hlaða upp QR kóða"", ""enter_code"": ""Sláðu inn tilvísunarkóða"", ""state_label"": ""Veldu fylki"", ""accept_terms"": ""Ég samþykki skilmálana"", ""country_label"": ""Veldu land"", ""language_label"": ""Veldu tungumál"", ""continue_button"": ""Halda áfram"", ""welcome_heading"": ""Velkomin í CONNECTA"", ""welcome_subtitle"": ""Vinsamlegast hlaðið upp QR kóða eða sláið inn tilvísunarkóða"", ""terms_and_conditions"": ""Skilmálar og skilyrði""}",,icelandic
69dd35a4-7ef2-4561-8345-8934c32da1b4,"{""upload_qr"": ""Unggah Kode QR"", ""enter_code"": ""Masukkan Kode Referensi"", ""state_label"": ""Pilih Provinsi"", ""accept_terms"": ""Saya menerima syarat dan ketentuan"", ""country_label"": ""Pilih Negara"", ""language_label"": ""Pilih Bahasa"", ""continue_button"": ""Lanjutkan"", ""welcome_heading"": ""Selamat datang di CONNECTA"", ""welcome_subtitle"": ""Silakan unggah kode QR Anda atau masukkan kode referensi"", ""terms_and_conditions"": ""Syarat dan Ketentuan""}",,indonesian
80cd0597-f724-4772-80e3-d9ac43e9310c,"{""upload_qr"": ""Carica il codice QR"", ""enter_code"": ""Inserisci il codice di riferimento"", ""state_label"": ""Seleziona Stato"", ""accept_terms"": ""Accetto i termini e le condizioni"", ""country_label"": ""Seleziona Paese"", ""language_label"": ""Seleziona Lingua"", ""continue_button"": ""Continua"", ""welcome_heading"": ""Benvenuto su CONNECTA"", ""welcome_subtitle"": ""Carica il tuo codice QR o inserisci il codice di riferimento"", ""terms_and_conditions"": ""Termini e Condizioni""}",,italian
3204017e-a929-47b3-9b1c-a0616e545233,"{""upload_qr"": ""QRコードをアップロード"", ""enter_code"": ""紹介コードを入力"", ""state_label"": ""都道府県を選択"", ""accept_terms"": ""利用規約に同意します"", ""country_label"": ""国を選択"", ""language_label"": ""言語を選択"", ""continue_button"": ""続ける"", ""welcome_heading"": ""CONNECTAへようこそ"", ""welcome_subtitle"": ""QRコードをアップロードするか、紹介コードを入力してください"", ""terms_and_conditions"": ""利用規約""}",,japanese
1c0f9fe4-07a2-4a5d-a4e8-ee26661ec076,"{""upload_qr"": ""QR кодын жүктеу"", ""enter_code"": ""Жолдама кодын енгізу"", ""state_label"": ""Штатты таңдаңыз"", ""accept_terms"": ""Мен шарттармен келісемін"", ""country_label"": ""Елді таңдаңыз"", ""language_label"": ""Тілді таңдаңыз"", ""continue_button"": ""Жалғастыру"", ""welcome_heading"": ""CONNECTA-ға қош келдіңіз"", ""welcome_subtitle"": ""QR кодыңызды жүктеңіз немесе жолдама кодын енгізіңіз"", ""terms_and_conditions"": ""Шарттар мен ережелер""}",,kazakh
b88b971d-ee25-4e1b-9910-4ccfa53ac1e2,"{""upload_qr"": ""អាប់ឡូដកូដ QR"", ""enter_code"": ""បញ្ចូលកូដយោង"", ""state_label"": ""ជ្រើសរើសរដ្ឋ"", ""accept_terms"": ""ខ្ញុំយល់ព្រមលើលក្ខខណ្ឌ និងលក្ខទំនើប"", ""country_label"": ""ជ្រើសរើសប្រទេស"", ""language_label"": ""ជ្រើសរើសភាសា"", ""continue_button"": ""បន្ត"", ""welcome_heading"": ""សូមស្វាគមន៍មកកាន់ CONNECTA"", ""welcome_subtitle"": ""សូមអាប់ឡូដកូដ QR របស់អ្នក ឬបញ្ចូលកូដយោង"", ""terms_and_conditions"": ""លក្ខខណ្ឌ និងលក្ខទំនើប""}",,khmer
57ff975c-53f3-4992-b255-011439a94d61,"{""upload_qr"": ""QR 코드 업로드"", ""enter_code"": ""추천 코드 입력"", ""state_label"": ""주 선택"", ""accept_terms"": ""약관에 동의합니다"", ""country_label"": ""국가 선택"", ""language_label"": ""언어 선택"", ""continue_button"": ""계속하기"", ""welcome_heading"": ""CONNECTA에 오신 것을 환영합니다"", ""welcome_subtitle"": ""QR 코드를 업로드하거나 추천 코드를 입력하세요"", ""terms_and_conditions"": ""약관""}",,korean
75e5b36a-9fa0-473c-8419-4f9b76818bef,"{""upload_qr"": ""QR кодун жүктөө"", ""enter_code"": ""Жолдомо кодун киргизүү"", ""state_label"": ""Штатты тандаңыз"", ""accept_terms"": ""Мен шарттарга жана жоболорго макулмун"", ""country_label"": ""Өлкөнү тандаңыз"", ""language_label"": ""Тилди тандаңыз"", ""continue_button"": ""Улантуу"", ""welcome_heading"": ""CONNECTAга кош келиңиз"", ""welcome_subtitle"": ""QR кодуңузду жүктөңүз же жолдомо кодун киргизиңиз"", ""terms_and_conditions"": ""Шарттар жана жоболор""}",,kyrgyz
281363c0-71fd-48af-ae99-157d09471735,"{""upload_qr"": ""ອັບໂຫຼດ QR ລະຫັດ"", ""enter_code"": ""ໃສ່ລະຫັດແນະນຳ"", ""state_label"": ""ເລືອກລັດ"", ""accept_terms"": ""ຂ້ອຍຍອມຮັບເງື່ອນໄຂແລະຂໍ້ກຳນົດ"", ""country_label"": ""ເລືອກປະເທດ"", ""language_label"": ""ເລືອກພາສາ"", ""continue_button"": ""ດຳເນີນຕໍ່"", ""welcome_heading"": ""ຍິນດີຕ້ອນຮັບສູ່ CONNECTA"", ""welcome_subtitle"": ""ກະລຸນາອັບໂຫຼດ QR ລະຫັດ ຫຼື ໃສ່ລະຫັດແນະນຳ"", ""terms_and_conditions"": ""ເງື່ອນໄຂແລະຂໍ້ກຳນົດ""}",,lao
ffaf8edc-1da5-41c2-b692-aad08a84bee2,"{""upload_qr"": ""Augšupielādēt QR kodu"", ""enter_code"": ""Ievadīt novirzīšanas kodu"", ""state_label"": ""Izvēlieties štatu"", ""accept_terms"": ""Es piekrītu noteikumiem un nosacījumiem"", ""country_label"": ""Izvēlieties valsti"", ""language_label"": ""Izvēlieties valodu"", ""continue_button"": ""Turpināt"", ""welcome_heading"": ""Laipni lūdzam CONNECTA"", ""welcome_subtitle"": ""Lūdzu, augšupielādējiet savu QR kodu vai ievadiet novirzīšanas kodu"", ""terms_and_conditions"": ""Noteikumi un nosacījumi""}",,latvian
2b12f701-9457-4aa6-8496-d3b78622b82e,"{""upload_qr"": ""Įkelti QR kodą"", ""enter_code"": ""Įvesti nukreipimo kodą"", ""state_label"": ""Pasirinkite valstiją"", ""accept_terms"": ""Sutinku su taisyklėmis ir sąlygomis"", ""country_label"": ""Pasirinkite šalį"", ""language_label"": ""Pasirinkite kalbą"", ""continue_button"": ""Tęsti"", ""welcome_heading"": ""Sveiki atvykę į CONNECTA"", ""welcome_subtitle"": ""Prašome įkelti savo QR kodą arba įvesti nukreipimo kodą"", ""terms_and_conditions"": ""Taisyklės ir sąlygos""}",,lithuanian
05b3790a-e372-4cb8-83fa-92a514f9d50e,"{""upload_qr"": ""Muat naik Kod QR"", ""enter_code"": ""Masukkan Kod Rujukan"", ""state_label"": ""Pilih Negeri"", ""accept_terms"": ""Saya bersetuju dengan terma dan syarat"", ""country_label"": ""Pilih Negara"", ""language_label"": ""Pilih Bahasa"", ""continue_button"": ""Teruskan"", ""welcome_heading"": ""Selamat datang ke CONNECTA"", ""welcome_subtitle"": ""Sila muat naik kod QR anda atau masukkan kod rujukan"", ""terms_and_conditions"": ""Terma dan Syarat""}",,malay
dde2f81b-e441-4aa2-928a-bf007509fa70,"{""upload_qr"": ""QR കോഡ് അപ്‌ലോഡ് ചെയ്യുക"", ""enter_code"": ""റഫറൽ കോഡ് നൽകുക"", ""state_label"": ""സംസ്ഥാനം തിരഞ്ഞെടുക്കുക"", ""accept_terms"": ""ഞാൻ നിബന്ധനകളും വ്യവസ്ഥകളും അംഗീകരിക്കുന്നു"", ""country_label"": ""രാജ്യം തിരഞ്ഞെടുക്കുക"", ""language_label"": ""ഭാഷ തിരഞ്ഞെടുക്കുക"", ""continue_button"": ""തുടരുക"", ""welcome_heading"": ""CONNECTA ലേക്ക് സ്വാഗതം"", ""welcome_subtitle"": ""ദയവായി നിങ്ങളുടെ QR കോഡ് അപ്‌ലോഡ് ചെയ്യുക അല്ലെങ്കിൽ റഫറൽ കോഡ് നൽകുക"", ""terms_and_conditions"": ""നിബന്ധനകളും വ്യവസ്ഥകളും""}",,malayalam
ed0393c1-d856-4795-8656-ff5b47213e96,"{""upload_qr"": ""QR कोड अपलोड करा"", ""enter_code"": ""रेफरल कोड प्रविष्ट करा"", ""state_label"": ""राज्य निवडा"", ""accept_terms"": ""मी अटी व शर्ती स्वीकारतो/स्विकारते"", ""country_label"": ""देश निवडा"", ""language_label"": ""भाषा निवडा"", ""continue_button"": ""सुरू ठेवा"", ""welcome_heading"": ""CONNECTA मध्ये आपले स्वागत आहे"", ""welcome_subtitle"": ""कृपया आपला QR कोड अपलोड करा किंवा रेफरल कोड प्रविष्ट करा"", ""terms_and_conditions"": ""अटी व शर्ती""}",,marathi
a40f8a05-adb7-4df3-9455-9afd206d2660,"{""upload_qr"": ""QR код оруулах"", ""enter_code"": ""Урамшууллын код оруулах"", ""state_label"": ""Муж сонгоно уу"", ""accept_terms"": ""Би нөхцөл, болзлыг зөвшөөрч байна"", ""country_label"": ""Улс сонгоно уу"", ""language_label"": ""Хэлийг сонгоно уу"", ""continue_button"": ""Үргэлжлүүлэх"", ""welcome_heading"": ""CONNECTA-д тавтай морилно уу"", ""welcome_subtitle"": ""Та QR кодоо оруулна уу эсвэл урамшууллын кодыг оруулна уу"", ""terms_and_conditions"": ""Нөхцөл, болзол""}",,mongolian
07bae78e-ad2a-4488-b332-4955c74b8e9b,"{""upload_qr"": ""QR कोड अपलोड गर्नुहोस्"", ""enter_code"": ""सन्दर्भ कोड प्रविष्ट गर्नुहोस्"", ""state_label"": ""राज्य चयन गर्नुहोस्"", ""accept_terms"": ""म सर्तहरू र नियमहरू स्वीकार गर्छु"", ""country_label"": ""देश चयन गर्नुहोस्"", ""language_label"": ""भाषा चयन गर्नुहोस्"", ""continue_button"": ""जारी राख्नुहोस्"", ""welcome_heading"": ""CONNECTA मा स्वागत छ"", ""welcome_subtitle"": ""कृपया आफ्नो QR कोड अपलोड गर्नुहोस् वा सन्दर्भ कोड प्रविष्ट गर्नुहोस्"", ""terms_and_conditions"": ""सर्तहरू र नियमहरू""}",,nepali
27d29314-ab9a-4def-85cb-71deacd177d7,"{""upload_qr"": ""Last opp QR-kode"", ""enter_code"": ""Skriv inn henvisningskode"", ""state_label"": ""Velg stat"", ""accept_terms"": ""Jeg godtar vilkårene og betingelsene"", ""country_label"": ""Velg land"", ""language_label"": ""Velg språk"", ""continue_button"": ""Fortsett"", ""welcome_heading"": ""Velkommen til CONNECTA"", ""welcome_subtitle"": ""Last opp QR-koden din eller skriv inn henvisningskoden"", ""terms_and_conditions"": ""Vilkår og betingelser""}",,norwegian
ad7e32a0-921a-4f8d-b213-57954e03c21f,"{""upload_qr"": ""آپلود کد QR"", ""enter_code"": ""وارد کردن کد معرفی"", ""state_label"": ""انتخاب ایالت"", ""accept_terms"": ""من شرایط و ضوابط را می‌پذیرم"", ""country_label"": ""انتخاب کشور"", ""language_label"": ""انتخاب زبان"", ""continue_button"": ""ادامه دهید"", ""welcome_heading"": ""به CONNECTA خوش آمدید"", ""welcome_subtitle"": ""لطفاً کد QR خود را آپلود کنید یا کد معرفی را وارد کنید"", ""terms_and_conditions"": ""شرایط و ضوابط""}",,persian
546f900e-84e6-424d-86f7-eb86dfb4365d,"{""upload_qr"": ""Prześlij kod QR"", ""enter_code"": ""Wprowadź kod polecający"", ""state_label"": ""Wybierz stan"", ""accept_terms"": ""Akceptuję warunki i zasady"", ""country_label"": ""Wybierz kraj"", ""language_label"": ""Wybierz język"", ""continue_button"": ""Kontynuuj"", ""welcome_heading"": ""Witamy w CONNECTA"", ""welcome_subtitle"": ""Prześlij swój kod QR lub wprowadź kod polecający"", ""terms_and_conditions"": ""Warunki i Zasady""}",,polish
406144c7-ebe0-41b8-88dd-3b3713e0dc16,"{""upload_qr"": ""Enviar código QR"", ""enter_code"": ""Inserir código de referência"", ""state_label"": ""Selecionar estado"", ""accept_terms"": ""Eu aceito os termos e condições"", ""country_label"": ""Selecionar país"", ""language_label"": ""Selecionar idioma"", ""continue_button"": ""Continuar"", ""welcome_heading"": ""Bem-vindo ao CONNECTA"", ""welcome_subtitle"": ""Por favor, envie seu código QR ou insira o código de referência"", ""terms_and_conditions"": ""Termos e Condições""}",,portuguese
b1cb3bc2-5e5a-408e-b53c-51921a9e1f34,"{""upload_qr"": ""QR ਕੋਡ ਅੱਪਲੋਡ ਕਰੋ"", ""enter_code"": ""ਰੈਫਰਲ ਕੋਡ ਦਰਜ ਕਰੋ"", ""state_label"": ""ਰਾਜ ਚੁਣੋ"", ""accept_terms"": ""ਮੈਂ ਨਿਯਮ ਅਤੇ ਸ਼ਰਤਾਂ ਨੂੰ ਮਨਜ਼ੂਰ ਕਰਦਾ/ਕਰਦੀ ਹਾਂ"", ""country_label"": ""ਦੇਸ਼ ਚੁਣੋ"", ""language_label"": ""ਭਾਸ਼ਾ ਚੁਣੋ"", ""continue_button"": ""ਜਾਰੀ ਰੱਖੋ"", ""welcome_heading"": ""CONNECTA ਵਿੱਚ ਤੁਹਾਡਾ ਸਵਾਗਤ ਹੈ"", ""welcome_subtitle"": ""ਕਿਰਪਾ ਕਰਕੇ ਆਪਣਾ QR ਕੋਡ ਅੱਪਲੋਡ ਕਰੋ ਜਾਂ ਰੈਫਰਲ ਕੋਡ ਦਰਜ ਕਰੋ"", ""terms_and_conditions"": ""ਨਿਯਮ ਅਤੇ ਸ਼ਰਤਾਂ""}",,punjabi
ac7b1940-e55c-40bd-8d2e-f1116d61b584,"{""upload_qr"": ""Chargia il code QR"", ""enter_code"": ""Endatescha il code da referenza"", ""state_label"": ""Tscherna il stadi"", ""accept_terms"": ""Jau accept las cundiziuns generalas"", ""country_label"": ""Tscherna il pajais"", ""language_label"": ""Tscherna la lingua"", ""continue_button"": ""Proseguir"", ""welcome_heading"": ""Bainvegni tar CONNECTA"", ""welcome_subtitle"": ""Per plaschair chargia il code QR u endatescha il code da referenza"", ""terms_and_conditions"": ""Cundiziuns generalas""}",,romansh
c794f8ca-2c02-48f4-b7e4-2399b3a4b770,"{""upload_qr"": ""Загрузить QR-код"", ""enter_code"": ""Введите реферальный код"", ""state_label"": ""Выберите штат/регион"", ""accept_terms"": ""Я принимаю условия и положения"", ""country_label"": ""Выберите страну"", ""language_label"": ""Выберите язык"", ""continue_button"": ""Продолжить"", ""welcome_heading"": ""Добро пожаловать в CONNECTA"", ""welcome_subtitle"": ""Пожалуйста, загрузите свой QR-код или введите реферальный код"", ""terms_and_conditions"": ""Условия и положения""}",,russian
